     1  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00 -1.796953680435E+03 -1.500527076265E+03 -1.428770970503E-04
     2  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00 -5.171168194337E+00  2.750669957697E+01 -2.858790068392E-04
     3  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00 -8.865581359819E+00  1.095356277613E+01  1.588796472966E-04
     4  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00 -9.830525088522E+00  1.209497300437E+01  2.925328053926E-04
     5  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00 -1.052115857795E+01  1.088678144537E+01  4.374526488031E-04
     6  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00 -1.010764889890E+01  1.169433177844E+01  4.740659015490E-04
     7  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00 -9.974299033282E+00  1.212351397050E+01  4.540725015857E-04
     8  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00 -1.000033851050E+01  1.210397174057E+01  4.293809999099E-04
     9  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00 -9.992181265021E+00  1.202504983083E+01  4.328187739411E-04
    10  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00 -1.002903692428E+01  1.188553447846E+01  4.389457639088E-04
