"EVbar","dwal","eddy visocity","pbar","pressure","ubar:0","ubar:1","ubar:2","velocity:0","velocity:1","velocity:2","vortBar:0","vortBar:1","vortBar:2","vorticity:0","vorticity:1","vorticity:2","wss","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
1.35766e-03,1.32000e-03,1.36199e-03,-1.60619e-01,-1.25049e-01,4.85535e+01,1.39440e-03,0.00000e+00,4.85322e+01,1.96051e-03,0.00000e+00,-2.65453e-02,-1.96033e+00,-4.96694e+03,-2.40163e-02,-1.90641e+00,-4.97973e+03,0.00000e+00,1,1.32000e-03,1.90000e+00,1.32000e-03,0.00000e+00
1.41463e-03,1.38000e-03,1.41875e-03,-1.62237e-01,-1.26773e-01,4.88536e+01,1.53359e-03,0.00000e+00,4.88345e+01,2.11097e-03,0.00000e+00,-2.63166e-02,-2.00264e+00,-4.75926e+03,-2.37242e-02,-1.95486e+00,-4.76876e+03,0.00000e+00,1,1.38000e-03,1.90000e+00,1.38000e-03,0.00000e+00
1.46997e-03,1.44000e-03,1.47388e-03,-1.64456e-01,-1.28369e-01,4.91270e+01,1.60929e-03,0.00000e+00,4.91099e+01,2.20615e-03,0.00000e+00,-2.62037e-02,-2.04455e+00,-4.58538e+03,-2.34824e-02,-2.00342e+00,-4.59251e+03,0.00000e+00,1,1.44000e-03,1.90000e+00,1.44000e-03,0.00000e+00
1.52550e-03,1.50000e-03,1.52921e-03,-1.65109e-01,-1.28942e-01,4.93988e+01,1.76953e-03,0.00000e+00,4.93834e+01,2.37750e-03,0.00000e+00,-2.60061e-02,-2.07857e+00,-4.41789e+03,-2.32282e-02,-2.04159e+00,-4.42286e+03,0.00000e+00,1,1.50000e-03,1.90000e+00,1.50000e-03,0.00000e+00
1.58131e-03,1.56000e-03,1.58483e-03,-1.66425e-01,-1.30791e-01,4.96683e+01,1.94897e-03,0.00000e+00,4.96546e+01,2.55782e-03,0.00000e+00,-2.57312e-02,-2.11343e+00,-4.25629e+03,-2.29053e-02,-2.08074e+00,-4.25937e+03,0.00000e+00,1,1.56000e-03,1.90000e+00,1.56000e-03,0.00000e+00
1.63622e-03,1.62000e-03,1.63955e-03,-1.68007e-01,-1.32657e-01,4.99267e+01,2.10041e-03,0.00000e+00,4.99145e+01,2.71350e-03,0.00000e+00,-2.55112e-02,-2.14807e+00,-4.10662e+03,-2.26289e-02,-2.11986e+00,-4.10804e+03,0.00000e+00,1,1.62000e-03,1.90000e+00,1.62000e-03,0.00000e+00
1.68925e-03,1.68000e-03,1.69240e-03,-1.70135e-01,-1.34558e-01,5.01623e+01,2.19414e-03,0.00000e+00,5.01514e+01,2.81841e-03,0.00000e+00,-2.54044e-02,-2.18228e+00,-3.98154e+03,-2.24483e-02,-2.15893e+00,-3.98179e+03,0.00000e+00,1,1.68000e-03,1.90000e+00,1.68000e-03,0.00000e+00
1.74232e-03,1.74000e-03,1.74529e-03,-1.71007e-01,-1.35345e-01,5.03976e+01,2.33585e-03,0.00000e+00,5.03879e+01,2.96781e-03,0.00000e+00,-2.52672e-02,-2.21166e+00,-3.85833e+03,-2.22926e-02,-2.19181e+00,-3.85747e+03,0.00000e+00,1,1.74000e-03,1.90000e+00,1.74000e-03,0.00000e+00
1.79574e-03,1.80000e-03,1.79855e-03,-1.72243e-01,-1.37024e-01,5.06300e+01,2.52004e-03,0.00000e+00,5.06214e+01,3.14912e-03,0.00000e+00,-2.50133e-02,-2.23965e+00,-3.74208e+03,-2.20684e-02,-2.22278e+00,-3.74036e+03,0.00000e+00,1,1.80000e-03,1.90000e+00,1.80000e-03,0.00000e+00
1.84918e-03,1.86000e-03,1.85183e-03,-1.73559e-01,-1.38793e-01,5.08624e+01,2.70298e-03,0.00000e+00,5.08548e+01,3.32903e-03,0.00000e+00,-2.47573e-02,-2.26785e+00,-3.62595e+03,-2.18406e-02,-2.25402e+00,-3.62338e+03,0.00000e+00,1,1.86000e-03,1.90000e+00,1.86000e-03,0.00000e+00
1.90071e-03,1.92000e-03,1.90321e-03,-1.75285e-01,-1.40676e-01,5.10771e+01,2.84068e-03,0.00000e+00,5.10704e+01,3.47114e-03,0.00000e+00,-2.46041e-02,-2.29558e+00,-3.52586e+03,-2.16642e-02,-2.28502e+00,-3.52265e+03,0.00000e+00,1,1.92000e-03,1.90000e+00,1.92000e-03,0.00000e+00
1.95105e-03,1.98000e-03,1.95339e-03,-1.77271e-01,-1.42633e-01,5.12808e+01,2.94967e-03,0.00000e+00,5.12748e+01,3.58926e-03,0.00000e+00,-2.45161e-02,-2.32301e+00,-3.43596e+03,-2.15204e-02,-2.31587e+00,-3.43224e+03,0.00000e+00,1,1.98000e-03,1.90000e+00,1.98000e-03,0.00000e+00
2.00139e-03,2.04000e-03,2.00358e-03,-1.78309e-01,-1.43732e-01,5.14842e+01,3.09391e-03,0.00000e+00,5.14790e+01,3.73915e-03,0.00000e+00,-2.44001e-02,-2.34729e+00,-3.34722e+03,-2.13812e-02,-2.34278e+00,-3.34303e+03,0.00000e+00,1,2.04000e-03,1.90000e+00,2.04000e-03,0.00000e+00
2.05198e-03,2.10000e-03,2.05404e-03,-1.79146e-01,-1.45169e-01,5.16854e+01,3.28487e-03,0.00000e+00,5.16808e+01,3.92222e-03,0.00000e+00,-2.41767e-02,-2.36891e+00,-3.26339e+03,-2.11673e-02,-2.36628e+00,-3.25888e+03,0.00000e+00,1,2.10000e-03,1.90000e+00,2.10000e-03,0.00000e+00
2.10262e-03,2.16000e-03,2.10455e-03,-1.80354e-01,-1.47041e-01,5.18863e+01,3.46964e-03,0.00000e+00,5.18824e+01,4.09799e-03,0.00000e+00,-2.39446e-02,-2.39137e+00,-3.18000e+03,-2.09372e-02,-2.39084e+00,-3.17520e+03,0.00000e+00,1,2.16000e-03,1.90000e+00,2.16000e-03,0.00000e+00
2.15304e-03,2.22000e-03,2.15485e-03,-1.81596e-01,-1.48924e-01,5.20857e+01,3.65038e-03,0.00000e+00,5.20824e+01,4.27043e-03,0.00000e+00,-2.37236e-02,-2.41377e+00,-3.09783e+03,-2.07158e-02,-2.41534e+00,-3.09274e+03,0.00000e+00,1,2.22000e-03,1.90000e+00,2.22000e-03,0.00000e+00
2.20026e-03,2.28000e-03,2.20195e-03,-1.83346e-01,-1.50958e-01,5.22622e+01,3.77291e-03,0.00000e+00,5.22594e+01,4.39474e-03,0.00000e+00,-2.36636e-02,-2.43532e+00,-3.03324e+03,-2.06220e-02,-2.43919e+00,-3.02798e+03,0.00000e+00,1,2.28000e-03,1.90000e+00,2.28000e-03,0.00000e+00
2.24749e-03,2.34000e-03,2.24906e-03,-1.85096e-01,-1.52993e-01,5.24388e+01,3.89544e-03,0.00000e+00,5.24364e+01,4.51904e-03,0.00000e+00,-2.36036e-02,-2.45687e+00,-2.96865e+03,-2.05283e-02,-2.46304e+00,-2.96321e+03,0.00000e+00,1,2.34000e-03,1.90000e+00,2.34000e-03,0.00000e+00
2.29471e-03,2.40000e-03,2.29617e-03,-1.85904e-01,-1.54085e-01,5.26151e+01,4.05342e-03,0.00000e+00,5.26132e+01,4.67566e-03,0.00000e+00,-2.35017e-02,-2.47567e+00,-2.90503e+03,-2.04218e-02,-2.48355e+00,-2.89946e+03,0.00000e+00,1,2.40000e-03,1.90000e+00,2.40000e-03,0.00000e+00
2.34208e-03,2.46000e-03,2.34345e-03,-1.86597e-01,-1.55054e-01,5.27898e+01,4.24590e-03,0.00000e+00,5.27883e+01,4.86133e-03,0.00000e+00,-2.32940e-02,-2.49246e+00,-2.84477e+03,-2.02394e-02,-2.50158e+00,-2.83916e+03,0.00000e+00,1,2.46000e-03,1.90000e+00,2.46000e-03,0.00000e+00
2.38951e-03,2.52000e-03,2.39077e-03,-1.87685e-01,-1.56415e-01,5.29643e+01,4.43103e-03,0.00000e+00,5.29630e+01,5.03971e-03,0.00000e+00,-2.30788e-02,-2.50998e+00,-2.78491e+03,-2.00439e-02,-2.52050e+00,-2.77926e+03,0.00000e+00,1,2.52000e-03,1.90000e+00,2.52000e-03,0.00000e+00
2.43693e-03,2.58000e-03,2.43810e-03,-1.88773e-01,-1.57776e-01,5.31387e+01,4.61616e-03,0.00000e+00,5.31378e+01,5.21809e-03,0.00000e+00,-2.28636e-02,-2.52751e+00,-2.72505e+03,-1.98484e-02,-2.53942e+00,-2.71936e+03,0.00000e+00,1,2.58000e-03,1.90000e+00,2.58000e-03,0.00000e+00
2.48236e-03,2.64000e-03,2.48345e-03,-1.90078e-01,-1.59202e-01,5.33019e+01,4.77379e-03,0.00000e+00,5.33013e+01,5.37577e-03,0.00000e+00,-2.27427e-02,-2.54450e+00,-2.67243e+03,-1.97332e-02,-2.55786e+00,-2.66672e+03,0.00000e+00,1,2.64000e-03,1.90000e+00,2.64000e-03,0.00000e+00
2.52610e-03,2.70000e-03,2.52710e-03,-1.91569e-01,-1.60685e-01,5.34556e+01,4.90788e-03,0.00000e+00,5.34552e+01,5.51573e-03,0.00000e+00,-2.27026e-02,-2.56105e+00,-2.62601e+03,-1.96868e-02,-2.57588e+00,-2.62029e+03,0.00000e+00,1,2.70000e-03,1.90000e+00,2.70000e-03,0.00000e+00
2.56983e-03,2.76000e-03,2.57075e-03,-1.93060e-01,-1.62168e-01,5.36092e+01,5.04197e-03,0.00000e+00,5.36091e+01,5.65568e-03,0.00000e+00,-2.26624e-02,-2.57759e+00,-2.57959e+03,-1.96404e-02,-2.59390e+00,-2.57387e+03,0.00000e+00,1,2.76000e-03,1.90000e+00,2.76000e-03,0.00000e+00
2.61354e-03,2.82000e-03,2.61438e-03,-1.93791e-01,-1.62867e-01,5.37627e+01,5.20682e-03,0.00000e+00,5.37629e+01,5.82374e-03,0.00000e+00,-2.25757e-02,-2.59210e+00,-2.53388e+03,-1.95544e-02,-2.60953e+00,-2.52816e+03,0.00000e+00,1,2.82000e-03,1.90000e+00,2.82000e-03,0.00000e+00
2.65731e-03,2.88000e-03,2.65807e-03,-1.94281e-01,-1.63361e-01,5.39151e+01,5.40339e-03,0.00000e+00,5.39154e+01,6.01719e-03,0.00000e+00,-2.23787e-02,-2.60465e+00,-2.49045e+03,-1.93637e-02,-2.62282e+00,-2.48480e+03,0.00000e+00,1,2.88000e-03,1.90000e+00,2.88000e-03,0.00000e+00
2.70112e-03,2.94000e-03,2.70182e-03,-1.95270e-01,-1.64387e-01,5.40672e+01,5.58925e-03,0.00000e+00,5.40676e+01,6.19932e-03,0.00000e+00,-2.21713e-02,-2.61795e+00,-2.44744e+03,-1.91593e-02,-2.63702e+00,-2.44187e+03,0.00000e+00,1,2.94000e-03,1.90000e+00,2.94000e-03,0.00000e+00
2.74493e-03,3.00000e-03,2.74556e-03,-1.96258e-01,-1.65413e-01,5.42192e+01,5.77511e-03,0.00000e+00,5.42199e+01,6.38144e-03,0.00000e+00,-2.19639e-02,-2.63125e+00,-2.40444e+03,-1.89548e-02,-2.65121e+00,-2.39894e+03,0.00000e+00,1,3.00000e-03,1.90000e+00,3.00000e-03,0.00000e+00
2.78874e-03,3.06000e-03,2.78930e-03,-1.97246e-01,-1.66439e-01,5.43712e+01,5.96097e-03,0.00000e+00,5.43721e+01,6.56356e-03,0.00000e+00,-2.17565e-02,-2.64455e+00,-2.36143e+03,-1.87504e-02,-2.66540e+00,-2.35600e+03,0.00000e+00,1,3.06000e-03,1.90000e+00,3.06000e-03,0.00000e+00
2.82917e-03,3.12000e-03,2.82968e-03,-1.98444e-01,-1.67727e-01,5.45080e+01,6.11194e-03,0.00000e+00,5.45089e+01,6.71537e-03,0.00000e+00,-2.16855e-02,-2.65701e+00,-2.32671e+03,-1.86861e-02,-2.67876e+00,-2.32133e+03,0.00000e+00,1,3.12000e-03,1.90000e+00,3.12000e-03,0.00000e+00
2.86907e-03,3.18000e-03,2.86952e-03,-1.99676e-01,-1.69057e-01,5.46423e+01,6.25727e-03,0.00000e+00,5.46433e+01,6.86229e-03,0.00000e+00,-2.16366e-02,-2.66934e+00,-2.29331e+03,-1.86443e-02,-2.69199e+00,-2.28800e+03,0.00000e+00,1,3.18000e-03,1.90000e+00,3.18000e-03,0.00000e+00
2.90896e-03,3.24000e-03,2.90936e-03,-2.00908e-01,-1.70387e-01,5.47766e+01,6.40261e-03,0.00000e+00,5.47777e+01,7.00921e-03,0.00000e+00,-2.15876e-02,-2.68167e+00,-2.25992e+03,-1.86025e-02,-2.70521e+00,-2.25466e+03,0.00000e+00,1,3.24000e-03,1.90000e+00,3.24000e-03,0.00000e+00
2.94884e-03,3.30000e-03,2.94918e-03,-2.01958e-01,-1.71517e-01,5.49108e+01,6.55639e-03,0.00000e+00,5.49121e+01,7.16383e-03,0.00000e+00,-2.15247e-02,-2.69352e+00,-2.22669e+03,-1.85484e-02,-2.71789e+00,-2.22149e+03,0.00000e+00,1,3.30000e-03,1.90000e+00,3.30000e-03,0.00000e+00
2.98863e-03,3.36000e-03,2.98893e-03,-2.01998e-01,-1.71501e-01,5.50445e+01,6.76600e-03,0.00000e+00,5.50458e+01,7.36840e-03,0.00000e+00,-2.13390e-02,-2.70213e+00,-2.19508e+03,-1.83903e-02,-2.72688e+00,-2.18997e+03,0.00000e+00,1,3.36000e-03,1.90000e+00,3.36000e-03,0.00000e+00
3.02848e-03,3.42000e-03,3.02873e-03,-2.02881e-01,-1.72320e-01,5.51777e+01,6.95391e-03,0.00000e+00,5.51790e+01,7.55124e-03,0.00000e+00,-2.11310e-02,-2.71183e+00,-2.16413e+03,-1.82212e-02,-2.73710e+00,-2.15912e+03,0.00000e+00,1,3.42000e-03,1.90000e+00,3.42000e-03,0.00000e+00
3.06832e-03,3.48000e-03,3.06854e-03,-2.03764e-01,-1.73138e-01,5.53108e+01,7.14182e-03,0.00000e+00,5.53122e+01,7.73409e-03,0.00000e+00,-2.09229e-02,-2.72153e+00,-2.13318e+03,-1.80520e-02,-2.74733e+00,-2.12828e+03,0.00000e+00,1,3.48000e-03,1.90000e+00,3.48000e-03,0.00000e+00
3.10817e-03,3.54000e-03,3.10834e-03,-2.04647e-01,-1.73957e-01,5.54439e+01,7.32973e-03,0.00000e+00,5.54454e+01,7.91694e-03,0.00000e+00,-2.07149e-02,-2.73122e+00,-2.10223e+03,-1.78829e-02,-2.75755e+00,-2.09743e+03,0.00000e+00,1,3.54000e-03,1.90000e+00,3.54000e-03,0.00000e+00
3.14801e-03,3.60000e-03,3.14814e-03,-2.05530e-01,-1.74775e-01,5.55770e+01,7.51764e-03,0.00000e+00,5.55786e+01,8.09979e-03,0.00000e+00,-2.05068e-02,-2.74092e+00,-2.07129e+03,-1.77138e-02,-2.76778e+00,-2.06659e+03,0.00000e+00,1,3.60000e-03,1.90000e+00,3.60000e-03,0.00000e+00
3.18445e-03,3.66000e-03,3.18455e-03,-2.06443e-01,-1.75655e-01,5.56975e+01,7.68082e-03,0.00000e+00,5.56991e+01,8.26307e-03,0.00000e+00,-2.04180e-02,-2.74987e+00,-2.04603e+03,-1.76944e-02,-2.77724e+00,-2.04141e+03,0.00000e+00,1,3.66000e-03,1.90000e+00,3.66000e-03,0.00000e+00
3.22020e-03,3.72000e-03,3.22026e-03,-2.07362e-01,-1.76547e-01,5.58154e+01,7.83887e-03,0.00000e+00,5.58170e+01,8.42230e-03,0.00000e+00,-2.03538e-02,-2.75867e+00,-2.02196e+03,-1.77059e-02,-2.78655e+00,-2.01741e+03,0.00000e+00,1,3.72000e-03,1.90000e+00,3.72000e-03,0.00000e+00
3.25594e-03,3.78000e-03,3.25596e-03,-2.08282e-01,-1.77439e-01,5.59333e+01,7.99692e-03,0.00000e+00,5.59349e+01,8.58153e-03,0.00000e+00,-2.02896e-02,-2.76747e+00,-1.99789e+03,-1.77175e-02,-2.79586e+00,-1.99341e+03,0.00000e+00,1,3.78000e-03,1.90000e+00,3.78000e-03,0.00000e+00
3.29168e-03,3.84000e-03,3.29167e-03,-2.09201e-01,-1.78331e-01,5.60511e+01,8.15497e-03,0.00000e+00,5.60528e+01,8.74076e-03,0.00000e+00,-2.02254e-02,-2.77627e+00,-1.97381e+03,-1.77290e-02,-2.80516e+00,-1.96941e+03,0.00000e+00,1,3.84000e-03,1.90000e+00,3.84000e-03,0.00000e+00
3.32735e-03,3.90000e-03,3.32731e-03,-2.09655e-01,-1.78686e-01,5.61690e+01,8.33979e-03,0.00000e+00,5.61707e+01,8.92576e-03,0.00000e+00,-2.01296e-02,-2.78374e+00,-1.95016e+03,-1.76947e-02,-2.81300e+00,-1.94584e+03,0.00000e+00,1,3.90000e-03,1.90000e+00,3.90000e-03,0.00000e+00
3.36292e-03,3.96000e-03,3.36286e-03,-2.09939e-01,-1.78785e-01,5.62864e+01,8.54703e-03,0.00000e+00,5.62881e+01,9.13209e-03,0.00000e+00,-1.99612e-02,-2.78988e+00,-1.92747e+03,-1.75654e-02,-2.81936e+00,-1.92324e+03,0.00000e+00,1,3.96000e-03,1.90000e+00,3.96000e-03,0.00000e+00
3.39850e-03,4.02000e-03,3.39841e-03,-2.10675e-01,-1.79350e-01,5.64035e+01,8.74019e-03,0.00000e+00,5.64052e+01,9.32462e-03,0.00000e+00,-1.97662e-02,-2.79650e+00,-1.90513e+03,-1.74071e-02,-2.82625e+00,-1.90100e+03,0.00000e+00,1,4.02000e-03,1.90000e+00,4.02000e-03,0.00000e+00
3.43407e-03,4.08000e-03,3.43396e-03,-2.11412e-01,-1.79914e-01,5.65206e+01,8.93335e-03,0.00000e+00,5.65223e+01,9.51716e-03,0.00000e+00,-1.95711e-02,-2.80311e+00,-1.88279e+03,-1.72488e-02,-2.83314e+00,-1.87875e+03,0.00000e+00,1,4.08000e-03,1.90000e+00,4.08000e-03,0.00000e+00
3.46965e-03,4.14000e-03,3.46951e-03,-2.12148e-01,-1.80479e-01,5.66377e+01,9.12652e-03,0.00000e+00,5.66394e+01,9.70969e-03,0.00000e+00,-1.93761e-02,-2.80972e+00,-1.86045e+03,-1.70905e-02,-2.84003e+00,-1.85651e+03,0.00000e+00,1,4.14000e-03,1.90000e+00,4.14000e-03,0.00000e+00
3.50522e-03,4.20000e-03,3.50506e-03,-2.12884e-01,-1.81044e-01,5.67548e+01,9.31968e-03,0.00000e+00,5.67565e+01,9.90223e-03,0.00000e+00,-1.91810e-02,-2.81634e+00,-1.83811e+03,-1.69323e-02,-2.84692e+00,-1.83427e+03,0.00000e+00,1,4.20000e-03,1.90000e+00,4.20000e-03,0.00000e+00
3.53994e-03,4.26000e-03,3.53976e-03,-2.13594e-01,-1.81630e-01,5.68692e+01,9.50889e-03,0.00000e+00,5.68710e+01,1.00909e-02,0.00000e+00,-1.90054e-02,-2.82279e+00,-1.81677e+03,-1.67961e-02,-2.85365e+00,-1.81301e+03,0.00000e+00,1,4.26000e-03,1.90000e+00,4.26000e-03,0.00000e+00
3.57126e-03,4.32000e-03,3.57106e-03,-2.14198e-01,-1.82300e-01,5.69731e+01,9.68251e-03,0.00000e+00,5.69749e+01,1.02645e-02,0.00000e+00,-1.89066e-02,-2.82864e+00,-1.79935e+03,-1.67473e-02,-2.85974e+00,-1.79566e+03,0.00000e+00,1,4.32000e-03,1.90000e+00,4.32000e-03,0.00000e+00
