"EVbar","dwal","eddy visocity","pbar","pressure","ubar:0","ubar:1","ubar:2","velocity:0","velocity:1","velocity:2","vortBar:0","vortBar:1","vortBar:2","vorticity:0","vorticity:1","vorticity:2","wss","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
3.11827e-03,7.44000e-03,3.11812e-03,7.40067e-01,8.13252e-01,6.72134e+01,5.30110e-02,0.00000e+00,6.72143e+01,5.32599e-02,0.00000e+00,-3.80186e-04,-3.48688e+00,-1.54840e+03,4.38461e-02,-3.52158e+00,-1.54893e+03,0.00000e+00,1,7.44000e-03,9.70000e-01,7.44000e-03,0.00000e+00
3.11643e-03,7.47000e-03,3.11627e-03,7.41160e-01,8.14028e-01,6.72596e+01,5.33333e-02,0.00000e+00,6.72605e+01,5.35790e-02,0.00000e+00,-4.97190e-04,-3.48327e+00,-1.54354e+03,4.35494e-02,-3.51794e+00,-1.54406e+03,0.00000e+00,1,7.47000e-03,9.70000e-01,7.47000e-03,0.00000e+00
3.11459e-03,7.50000e-03,3.11442e-03,7.42252e-01,8.14803e-01,6.73057e+01,5.36556e-02,0.00000e+00,6.73066e+01,5.38981e-02,0.00000e+00,-6.14193e-04,-3.47967e+00,-1.53868e+03,4.32527e-02,-3.51430e+00,-1.53919e+03,0.00000e+00,1,7.50000e-03,9.70000e-01,7.50000e-03,0.00000e+00
3.11275e-03,7.53000e-03,3.11257e-03,7.43344e-01,8.15579e-01,6.73519e+01,5.39779e-02,0.00000e+00,6.73528e+01,5.42172e-02,0.00000e+00,-7.31197e-04,-3.47607e+00,-1.53382e+03,4.29560e-02,-3.51066e+00,-1.53432e+03,0.00000e+00,1,7.53000e-03,9.70000e-01,7.53000e-03,0.00000e+00
3.11090e-03,7.56000e-03,3.11072e-03,7.44436e-01,8.16354e-01,6.73980e+01,5.43002e-02,0.00000e+00,6.73989e+01,5.45363e-02,0.00000e+00,-8.48200e-04,-3.47246e+00,-1.52896e+03,4.26594e-02,-3.50703e+00,-1.52945e+03,0.00000e+00,1,7.56000e-03,9.70000e-01,7.56000e-03,0.00000e+00
3.10906e-03,7.59000e-03,3.10887e-03,7.45529e-01,8.17130e-01,6.74441e+01,5.46225e-02,0.00000e+00,6.74451e+01,5.48555e-02,0.00000e+00,-9.65204e-04,-3.46886e+00,-1.52410e+03,4.23627e-02,-3.50339e+00,-1.52458e+03,0.00000e+00,1,7.59000e-03,9.70000e-01,7.59000e-03,0.00000e+00
3.10722e-03,7.62000e-03,3.10702e-03,7.46621e-01,8.17905e-01,6.74903e+01,5.49448e-02,0.00000e+00,6.74913e+01,5.51746e-02,0.00000e+00,-1.08221e-03,-3.46525e+00,-1.51924e+03,4.20660e-02,-3.49975e+00,-1.51971e+03,0.00000e+00,1,7.62000e-03,9.70000e-01,7.62000e-03,0.00000e+00
3.10538e-03,7.65000e-03,3.10518e-03,7.47713e-01,8.18681e-01,6.75364e+01,5.52671e-02,0.00000e+00,6.75374e+01,5.54937e-02,0.00000e+00,-1.19921e-03,-3.46165e+00,-1.51438e+03,4.17694e-02,-3.49612e+00,-1.51484e+03,0.00000e+00,1,7.65000e-03,9.70000e-01,7.65000e-03,0.00000e+00
3.10353e-03,7.68000e-03,3.10333e-03,7.48805e-01,8.19456e-01,6.75826e+01,5.55894e-02,0.00000e+00,6.75836e+01,5.58128e-02,0.00000e+00,-1.31621e-03,-3.45805e+00,-1.50952e+03,4.14727e-02,-3.49248e+00,-1.50997e+03,0.00000e+00,1,7.68000e-03,9.70000e-01,7.68000e-03,0.00000e+00
3.10169e-03,7.71000e-03,3.10148e-03,7.49898e-01,8.20232e-01,6.76287e+01,5.59117e-02,0.00000e+00,6.76297e+01,5.61319e-02,0.00000e+00,-1.43322e-03,-3.45444e+00,-1.50466e+03,4.11760e-02,-3.48884e+00,-1.50511e+03,0.00000e+00,1,7.71000e-03,9.70000e-01,7.71000e-03,0.00000e+00
3.09995e-03,7.74000e-03,3.09972e-03,7.50642e-01,8.20690e-01,6.76747e+01,5.62276e-02,0.00000e+00,6.76758e+01,5.64452e-02,0.00000e+00,-1.49415e-03,-3.45075e+00,-1.49981e+03,4.09254e-02,-3.48510e+00,-1.50024e+03,0.00000e+00,1,7.74000e-03,9.70000e-01,7.74000e-03,0.00000e+00
3.09843e-03,7.77000e-03,3.09819e-03,7.50595e-01,8.20423e-01,6.77204e+01,5.65291e-02,0.00000e+00,6.77214e+01,5.67452e-02,0.00000e+00,-1.42716e-03,-3.44686e+00,-1.49496e+03,4.07799e-02,-3.48111e+00,-1.49538e+03,0.00000e+00,1,7.77000e-03,9.70000e-01,7.77000e-03,0.00000e+00
3.09691e-03,7.80000e-03,3.09666e-03,7.50547e-01,8.20155e-01,6.77660e+01,5.68305e-02,0.00000e+00,6.77671e+01,5.70452e-02,0.00000e+00,-1.36018e-03,-3.44297e+00,-1.49011e+03,4.06344e-02,-3.47713e+00,-1.49052e+03,0.00000e+00,1,7.80000e-03,9.70000e-01,7.80000e-03,0.00000e+00
3.09538e-03,7.83000e-03,3.09513e-03,7.50499e-01,8.19888e-01,6.78117e+01,5.71320e-02,0.00000e+00,6.78128e+01,5.73453e-02,0.00000e+00,-1.29319e-03,-3.43907e+00,-1.48526e+03,4.04889e-02,-3.47315e+00,-1.48567e+03,0.00000e+00,1,7.83000e-03,9.70000e-01,7.83000e-03,0.00000e+00
3.09386e-03,7.86000e-03,3.09360e-03,7.50451e-01,8.19621e-01,6.78573e+01,5.74334e-02,0.00000e+00,6.78585e+01,5.76453e-02,0.00000e+00,-1.22621e-03,-3.43518e+00,-1.48041e+03,4.03434e-02,-3.46916e+00,-1.48081e+03,0.00000e+00,1,7.86000e-03,9.70000e-01,7.86000e-03,0.00000e+00
3.09234e-03,7.89000e-03,3.09207e-03,7.50403e-01,8.19354e-01,6.79030e+01,5.77349e-02,0.00000e+00,6.79042e+01,5.79454e-02,0.00000e+00,-1.15922e-03,-3.43129e+00,-1.47556e+03,4.01979e-02,-3.46518e+00,-1.47595e+03,0.00000e+00,1,7.89000e-03,9.70000e-01,7.89000e-03,0.00000e+00
3.09082e-03,7.92000e-03,3.09054e-03,7.50356e-01,8.19086e-01,6.79487e+01,5.80363e-02,0.00000e+00,6.79499e+01,5.82454e-02,0.00000e+00,-1.09224e-03,-3.42740e+00,-1.47071e+03,4.00524e-02,-3.46120e+00,-1.47109e+03,0.00000e+00,1,7.92000e-03,9.70000e-01,7.92000e-03,0.00000e+00
3.08930e-03,7.95000e-03,3.08900e-03,7.50308e-01,8.18819e-01,6.79943e+01,5.83378e-02,0.00000e+00,6.79956e+01,5.85454e-02,0.00000e+00,-1.02525e-03,-3.42350e+00,-1.46586e+03,3.99069e-02,-3.45721e+00,-1.46624e+03,0.00000e+00,1,7.95000e-03,9.70000e-01,7.95000e-03,0.00000e+00
3.08778e-03,7.98000e-03,3.08747e-03,7.50260e-01,8.18552e-01,6.80400e+01,5.86392e-02,0.00000e+00,6.80412e+01,5.88455e-02,0.00000e+00,-9.58268e-04,-3.41961e+00,-1.46101e+03,3.97614e-02,-3.45323e+00,-1.46138e+03,0.00000e+00,1,7.98000e-03,9.70000e-01,7.98000e-03,0.00000e+00
3.08626e-03,8.01000e-03,3.08594e-03,7.50212e-01,8.18285e-01,6.80856e+01,5.89407e-02,0.00000e+00,6.80869e+01,5.91455e-02,0.00000e+00,-8.91284e-04,-3.41572e+00,-1.45616e+03,3.96159e-02,-3.44925e+00,-1.45652e+03,0.00000e+00,1,8.01000e-03,9.70000e-01,8.01000e-03,0.00000e+00
3.08474e-03,8.04000e-03,3.08441e-03,7.50165e-01,8.18018e-01,6.81313e+01,5.92421e-02,0.00000e+00,6.81326e+01,5.94455e-02,0.00000e+00,-8.24300e-04,-3.41183e+00,-1.45131e+03,3.94704e-02,-3.44526e+00,-1.45166e+03,0.00000e+00,1,8.04000e-03,9.70000e-01,8.04000e-03,0.00000e+00
3.08322e-03,8.07000e-03,3.08288e-03,7.50117e-01,8.17750e-01,6.81770e+01,5.95436e-02,0.00000e+00,6.81783e+01,5.97456e-02,0.00000e+00,-7.57314e-04,-3.40794e+00,-1.44646e+03,3.93249e-02,-3.44128e+00,-1.44680e+03,0.00000e+00,1,8.07000e-03,9.70000e-01,8.07000e-03,0.00000e+00
3.08169e-03,8.10000e-03,3.08135e-03,7.50069e-01,8.17483e-01,6.82226e+01,5.98450e-02,0.00000e+00,6.82240e+01,6.00456e-02,0.00000e+00,-6.90330e-04,-3.40404e+00,-1.44161e+03,3.91794e-02,-3.43729e+00,-1.44195e+03,0.00000e+00,1,8.10000e-03,9.70000e-01,8.10000e-03,0.00000e+00
3.08017e-03,8.13000e-03,3.07982e-03,7.50021e-01,8.17216e-01,6.82683e+01,6.01465e-02,0.00000e+00,6.82697e+01,6.03456e-02,0.00000e+00,-6.23346e-04,-3.40015e+00,-1.43676e+03,3.90339e-02,-3.43331e+00,-1.43709e+03,0.00000e+00,1,8.13000e-03,9.70000e-01,8.13000e-03,0.00000e+00
3.07664e-03,8.16000e-03,3.07628e-03,7.50436e-01,8.17584e-01,6.83100e+01,6.04531e-02,0.00000e+00,6.83115e+01,6.06566e-02,0.00000e+00,-6.85500e-04,-3.39649e+00,-1.43228e+03,3.88482e-02,-3.42963e+00,-1.43260e+03,0.00000e+00,1,8.16000e-03,9.70000e-01,8.16000e-03,0.00000e+00
3.07209e-03,8.19000e-03,3.07172e-03,7.51085e-01,8.18272e-01,6.83498e+01,6.07623e-02,0.00000e+00,6.83512e+01,6.09732e-02,0.00000e+00,-8.12929e-04,-3.39294e+00,-1.42798e+03,3.86421e-02,-3.42611e+00,-1.42829e+03,0.00000e+00,1,8.19000e-03,9.70000e-01,8.19000e-03,0.00000e+00
3.06754e-03,8.22000e-03,3.06716e-03,7.51733e-01,8.18960e-01,6.83896e+01,6.10715e-02,0.00000e+00,6.83910e+01,6.12897e-02,0.00000e+00,-9.40355e-04,-3.38939e+00,-1.42368e+03,3.84360e-02,-3.42259e+00,-1.42399e+03,0.00000e+00,1,8.22000e-03,9.70000e-01,8.22000e-03,0.00000e+00
3.06299e-03,8.25000e-03,3.06261e-03,7.52382e-01,8.19649e-01,6.84294e+01,6.13807e-02,0.00000e+00,6.84308e+01,6.16063e-02,0.00000e+00,-1.06778e-03,-3.38585e+00,-1.41938e+03,3.82300e-02,-3.41907e+00,-1.41968e+03,0.00000e+00,1,8.25000e-03,9.70000e-01,8.25000e-03,0.00000e+00
3.05844e-03,8.28000e-03,3.05805e-03,7.53030e-01,8.20337e-01,6.84692e+01,6.16899e-02,0.00000e+00,6.84706e+01,6.19228e-02,0.00000e+00,-1.19521e-03,-3.38230e+00,-1.41508e+03,3.80239e-02,-3.41555e+00,-1.41538e+03,0.00000e+00,1,8.28000e-03,9.70000e-01,8.28000e-03,0.00000e+00
3.05390e-03,8.31000e-03,3.05350e-03,7.53679e-01,8.21026e-01,6.85090e+01,6.19991e-02,0.00000e+00,6.85104e+01,6.22394e-02,0.00000e+00,-1.32264e-03,-3.37875e+00,-1.41078e+03,3.78178e-02,-3.41202e+00,-1.41107e+03,0.00000e+00,1,8.31000e-03,9.70000e-01,8.31000e-03,0.00000e+00
3.04935e-03,8.34000e-03,3.04894e-03,7.54327e-01,8.21714e-01,6.85488e+01,6.23083e-02,0.00000e+00,6.85502e+01,6.25559e-02,0.00000e+00,-1.45006e-03,-3.37521e+00,-1.40649e+03,3.76117e-02,-3.40850e+00,-1.40677e+03,0.00000e+00,1,8.34000e-03,9.70000e-01,8.34000e-03,0.00000e+00
3.04480e-03,8.37000e-03,3.04438e-03,7.54976e-01,8.22402e-01,6.85886e+01,6.26175e-02,0.00000e+00,6.85900e+01,6.28725e-02,0.00000e+00,-1.57749e-03,-3.37166e+00,-1.40219e+03,3.74057e-02,-3.40498e+00,-1.40246e+03,0.00000e+00,1,8.37000e-03,9.70000e-01,8.37000e-03,0.00000e+00
3.04014e-03,8.40000e-03,3.03972e-03,7.55769e-01,8.23030e-01,6.86287e+01,6.29472e-02,0.00000e+00,6.86301e+01,6.32020e-02,0.00000e+00,-1.68882e-03,-3.36776e+00,-1.39786e+03,3.71480e-02,-3.40107e+00,-1.39813e+03,0.00000e+00,1,8.40000e-03,9.70000e-01,8.40000e-03,0.00000e+00
3.03544e-03,8.43000e-03,3.03502e-03,7.56608e-01,8.23639e-01,6.86689e+01,6.32833e-02,0.00000e+00,6.86703e+01,6.35356e-02,0.00000e+00,-1.79516e-03,-3.36376e+00,-1.39351e+03,3.68742e-02,-3.39704e+00,-1.39378e+03,0.00000e+00,1,8.43000e-03,9.70000e-01,8.43000e-03,0.00000e+00
3.03075e-03,8.46000e-03,3.03032e-03,7.57447e-01,8.24248e-01,6.87091e+01,6.36193e-02,0.00000e+00,6.87105e+01,6.38691e-02,0.00000e+00,-1.90149e-03,-3.35976e+00,-1.38917e+03,3.66004e-02,-3.39302e+00,-1.38943e+03,0.00000e+00,1,8.46000e-03,9.70000e-01,8.46000e-03,0.00000e+00
3.02605e-03,8.49000e-03,3.02562e-03,7.58285e-01,8.24857e-01,6.87493e+01,6.39554e-02,0.00000e+00,6.87507e+01,6.42027e-02,0.00000e+00,-2.00782e-03,-3.35576e+00,-1.38483e+03,3.63266e-02,-3.38899e+00,-1.38508e+03,0.00000e+00,1,8.49000e-03,9.70000e-01,8.49000e-03,0.00000e+00
3.02136e-03,8.52000e-03,3.02092e-03,7.59124e-01,8.25466e-01,6.87895e+01,6.42915e-02,0.00000e+00,6.87909e+01,6.45363e-02,0.00000e+00,-2.11415e-03,-3.35175e+00,-1.38049e+03,3.60528e-02,-3.38496e+00,-1.38074e+03,0.00000e+00,1,8.52000e-03,9.70000e-01,8.52000e-03,0.00000e+00
3.01666e-03,8.55000e-03,3.01622e-03,7.59962e-01,8.26075e-01,6.88296e+01,6.46276e-02,0.00000e+00,6.88311e+01,6.48698e-02,0.00000e+00,-2.22048e-03,-3.34775e+00,-1.37615e+03,3.57790e-02,-3.38094e+00,-1.37639e+03,0.00000e+00,1,8.55000e-03,9.70000e-01,8.55000e-03,0.00000e+00
3.01197e-03,8.58000e-03,3.01152e-03,7.60801e-01,8.26684e-01,6.88698e+01,6.49636e-02,0.00000e+00,6.88713e+01,6.52034e-02,0.00000e+00,-2.32682e-03,-3.34375e+00,-1.37181e+03,3.55052e-02,-3.37691e+00,-1.37204e+03,0.00000e+00,1,8.58000e-03,9.70000e-01,8.58000e-03,0.00000e+00
3.00727e-03,8.61000e-03,3.00682e-03,7.61639e-01,8.27293e-01,6.89100e+01,6.52997e-02,0.00000e+00,6.89115e+01,6.55369e-02,0.00000e+00,-2.43315e-03,-3.33975e+00,-1.36746e+03,3.52314e-02,-3.37288e+00,-1.36769e+03,0.00000e+00,1,8.61000e-03,9.70000e-01,8.61000e-03,0.00000e+00
3.00258e-03,8.64000e-03,3.00212e-03,7.62478e-01,8.27901e-01,6.89502e+01,6.56358e-02,0.00000e+00,6.89516e+01,6.58705e-02,0.00000e+00,-2.53948e-03,-3.33575e+00,-1.36312e+03,3.49576e-02,-3.36885e+00,-1.36335e+03,0.00000e+00,1,8.64000e-03,9.70000e-01,8.64000e-03,0.00000e+00
2.99788e-03,8.67000e-03,2.99742e-03,7.63316e-01,8.28510e-01,6.89904e+01,6.59719e-02,0.00000e+00,6.89918e+01,6.62041e-02,0.00000e+00,-2.64581e-03,-3.33174e+00,-1.35878e+03,3.46838e-02,-3.36483e+00,-1.35900e+03,0.00000e+00,1,8.67000e-03,9.70000e-01,8.67000e-03,0.00000e+00
2.99319e-03,8.70000e-03,2.99271e-03,7.64155e-01,8.29119e-01,6.90306e+01,6.63079e-02,0.00000e+00,6.90320e+01,6.65376e-02,0.00000e+00,-2.75214e-03,-3.32774e+00,-1.35444e+03,3.44100e-02,-3.36080e+00,-1.35465e+03,0.00000e+00,1,8.70000e-03,9.70000e-01,8.70000e-03,0.00000e+00
2.98849e-03,8.73000e-03,2.98801e-03,7.64993e-01,8.29728e-01,6.90708e+01,6.66440e-02,0.00000e+00,6.90722e+01,6.68712e-02,0.00000e+00,-2.85847e-03,-3.32374e+00,-1.35010e+03,3.41362e-02,-3.35677e+00,-1.35030e+03,0.00000e+00,1,8.73000e-03,9.70000e-01,8.73000e-03,0.00000e+00
2.98380e-03,8.76000e-03,2.98331e-03,7.65832e-01,8.30337e-01,6.91109e+01,6.69801e-02,0.00000e+00,6.91124e+01,6.72047e-02,0.00000e+00,-2.96481e-03,-3.31974e+00,-1.34575e+03,3.38625e-02,-3.35275e+00,-1.34596e+03,0.00000e+00,1,8.76000e-03,9.70000e-01,8.76000e-03,0.00000e+00
2.97910e-03,8.79000e-03,2.97861e-03,7.66670e-01,8.30946e-01,6.91511e+01,6.73161e-02,0.00000e+00,6.91526e+01,6.75383e-02,0.00000e+00,-3.07114e-03,-3.31573e+00,-1.34141e+03,3.35887e-02,-3.34872e+00,-1.34161e+03,0.00000e+00,1,8.79000e-03,9.70000e-01,8.79000e-03,0.00000e+00
2.97441e-03,8.82000e-03,2.97391e-03,7.67509e-01,8.31555e-01,6.91913e+01,6.76522e-02,0.00000e+00,6.91928e+01,6.78719e-02,0.00000e+00,-3.17747e-03,-3.31173e+00,-1.33707e+03,3.33149e-02,-3.34469e+00,-1.33726e+03,0.00000e+00,1,8.82000e-03,9.70000e-01,8.82000e-03,0.00000e+00
2.96971e-03,8.85000e-03,2.96921e-03,7.68347e-01,8.32164e-01,6.92315e+01,6.79883e-02,0.00000e+00,6.92330e+01,6.82054e-02,0.00000e+00,-3.28380e-03,-3.30773e+00,-1.33273e+03,3.30411e-02,-3.34066e+00,-1.33291e+03,0.00000e+00,1,8.85000e-03,9.70000e-01,8.85000e-03,0.00000e+00
2.96502e-03,8.88000e-03,2.96451e-03,7.69186e-01,8.32773e-01,6.92717e+01,6.83244e-02,0.00000e+00,6.92732e+01,6.85390e-02,0.00000e+00,-3.39013e-03,-3.30373e+00,-1.32839e+03,3.27673e-02,-3.33664e+00,-1.32857e+03,0.00000e+00,1,8.88000e-03,9.70000e-01,8.88000e-03,0.00000e+00
2.96032e-03,8.91000e-03,2.95981e-03,7.70024e-01,8.33382e-01,6.93119e+01,6.86604e-02,0.00000e+00,6.93134e+01,6.88726e-02,0.00000e+00,-3.49647e-03,-3.29972e+00,-1.32405e+03,3.24935e-02,-3.33261e+00,-1.32422e+03,0.00000e+00,1,8.91000e-03,9.70000e-01,8.91000e-03,0.00000e+00
2.95563e-03,8.94000e-03,2.95511e-03,7.70863e-01,8.33991e-01,6.93521e+01,6.89965e-02,0.00000e+00,6.93536e+01,6.92061e-02,0.00000e+00,-3.60280e-03,-3.29572e+00,-1.31970e+03,3.22197e-02,-3.32858e+00,-1.31987e+03,0.00000e+00,1,8.94000e-03,9.70000e-01,8.94000e-03,0.00000e+00
2.95093e-03,8.97000e-03,2.95041e-03,7.71701e-01,8.34599e-01,6.93922e+01,6.93326e-02,0.00000e+00,6.93938e+01,6.95397e-02,0.00000e+00,-3.70913e-03,-3.29172e+00,-1.31536e+03,3.19459e-02,-3.32456e+00,-1.31552e+03,0.00000e+00,1,8.97000e-03,9.70000e-01,8.97000e-03,0.00000e+00
2.94624e-03,9.00000e-03,2.94571e-03,7.72540e-01,8.35208e-01,6.94324e+01,6.96687e-02,0.00000e+00,6.94339e+01,6.98732e-02,0.00000e+00,-3.81546e-03,-3.28772e+00,-1.31102e+03,3.16721e-02,-3.32053e+00,-1.31118e+03,0.00000e+00,1,9.00000e-03,9.70000e-01,9.00000e-03,0.00000e+00
2.94154e-03,9.03000e-03,2.94101e-03,7.73378e-01,8.35817e-01,6.94726e+01,7.00047e-02,0.00000e+00,6.94741e+01,7.02068e-02,0.00000e+00,-3.92179e-03,-3.28371e+00,-1.30668e+03,3.13983e-02,-3.31650e+00,-1.30683e+03,0.00000e+00,1,9.03000e-03,9.70000e-01,9.03000e-03,0.00000e+00
2.93685e-03,9.06000e-03,2.93631e-03,7.74217e-01,8.36426e-01,6.95128e+01,7.03408e-02,0.00000e+00,6.95143e+01,7.05404e-02,0.00000e+00,-4.02813e-03,-3.27971e+00,-1.30234e+03,3.11245e-02,-3.31247e+00,-1.30248e+03,0.00000e+00,1,9.06000e-03,9.70000e-01,9.06000e-03,0.00000e+00
2.93216e-03,9.09000e-03,2.93161e-03,7.75055e-01,8.37035e-01,6.95530e+01,7.06769e-02,0.00000e+00,6.95545e+01,7.08739e-02,0.00000e+00,-4.13446e-03,-3.27571e+00,-1.29800e+03,3.08507e-02,-3.30845e+00,-1.29813e+03,0.00000e+00,1,9.09000e-03,9.70000e-01,9.09000e-03,0.00000e+00
2.92770e-03,9.12000e-03,2.92715e-03,7.75304e-01,8.37124e-01,6.95928e+01,7.09922e-02,0.00000e+00,6.95943e+01,7.11881e-02,0.00000e+00,-4.11401e-03,-3.27171e+00,-1.29363e+03,3.06800e-02,-3.30438e+00,-1.29376e+03,0.00000e+00,1,9.12000e-03,9.70000e-01,9.12000e-03,0.00000e+00
2.92330e-03,9.15000e-03,2.92275e-03,7.75418e-01,8.37095e-01,6.96325e+01,7.13027e-02,0.00000e+00,6.96341e+01,7.14979e-02,0.00000e+00,-4.06451e-03,-3.26771e+00,-1.28925e+03,3.05328e-02,-3.30031e+00,-1.28938e+03,0.00000e+00,1,9.15000e-03,9.70000e-01,9.15000e-03,0.00000e+00
2.91891e-03,9.18000e-03,2.91834e-03,7.75531e-01,8.37065e-01,6.96723e+01,7.16133e-02,0.00000e+00,6.96738e+01,7.18076e-02,0.00000e+00,-4.01501e-03,-3.26371e+00,-1.28488e+03,3.03856e-02,-3.29624e+00,-1.28500e+03,0.00000e+00,1,9.18000e-03,9.70000e-01,9.18000e-03,0.00000e+00
2.91451e-03,9.21000e-03,2.91394e-03,7.75645e-01,8.37035e-01,6.97120e+01,7.19238e-02,0.00000e+00,6.97136e+01,7.21174e-02,0.00000e+00,-3.96551e-03,-3.25970e+00,-1.28050e+03,3.02384e-02,-3.29217e+00,-1.28062e+03,0.00000e+00,1,9.21000e-03,9.70000e-01,9.21000e-03,0.00000e+00
2.91011e-03,9.24000e-03,2.90953e-03,7.75759e-01,8.37005e-01,6.97517e+01,7.22343e-02,0.00000e+00,6.97533e+01,7.24271e-02,0.00000e+00,-3.91600e-03,-3.25570e+00,-1.27613e+03,3.00912e-02,-3.28810e+00,-1.27624e+03,0.00000e+00,1,9.24000e-03,9.70000e-01,9.24000e-03,0.00000e+00
2.90571e-03,9.27000e-03,2.90513e-03,7.75872e-01,8.36975e-01,6.97914e+01,7.25449e-02,0.00000e+00,6.97930e+01,7.27369e-02,0.00000e+00,-3.86650e-03,-3.25170e+00,-1.27176e+03,2.99441e-02,-3.28403e+00,-1.27186e+03,0.00000e+00,1,9.27000e-03,9.70000e-01,9.27000e-03,0.00000e+00
2.90132e-03,9.30000e-03,2.90072e-03,7.75986e-01,8.36946e-01,6.98312e+01,7.28554e-02,0.00000e+00,6.98328e+01,7.30466e-02,0.00000e+00,-3.81700e-03,-3.24770e+00,-1.26738e+03,2.97969e-02,-3.27996e+00,-1.26748e+03,0.00000e+00,1,9.30000e-03,9.70000e-01,9.30000e-03,0.00000e+00
2.89692e-03,9.33000e-03,2.89632e-03,7.76100e-01,8.36916e-01,6.98709e+01,7.31659e-02,0.00000e+00,6.98725e+01,7.33563e-02,0.00000e+00,-3.76749e-03,-3.24370e+00,-1.26301e+03,2.96497e-02,-3.27589e+00,-1.26310e+03,0.00000e+00,1,9.33000e-03,9.70000e-01,9.33000e-03,0.00000e+00
2.89252e-03,9.36000e-03,2.89191e-03,7.76213e-01,8.36886e-01,6.99106e+01,7.34765e-02,0.00000e+00,6.99123e+01,7.36661e-02,0.00000e+00,-3.71799e-03,-3.23970e+00,-1.25863e+03,2.95025e-02,-3.27182e+00,-1.25873e+03,0.00000e+00,1,9.36000e-03,9.70000e-01,9.36000e-03,0.00000e+00
2.88812e-03,9.39000e-03,2.88751e-03,7.76327e-01,8.36856e-01,6.99504e+01,7.37870e-02,0.00000e+00,6.99520e+01,7.39759e-02,0.00000e+00,-3.66849e-03,-3.23570e+00,-1.25426e+03,2.93553e-02,-3.26775e+00,-1.25435e+03,0.00000e+00,1,9.39000e-03,9.70000e-01,9.39000e-03,0.00000e+00
2.88373e-03,9.42000e-03,2.88310e-03,7.76440e-01,8.36827e-01,6.99901e+01,7.40975e-02,0.00000e+00,6.99917e+01,7.42856e-02,0.00000e+00,-3.61898e-03,-3.23169e+00,-1.24989e+03,2.92082e-02,-3.26368e+00,-1.24997e+03,0.00000e+00,1,9.42000e-03,9.70000e-01,9.42000e-03,0.00000e+00
2.87933e-03,9.45000e-03,2.87870e-03,7.76554e-01,8.36797e-01,7.00298e+01,7.44081e-02,0.00000e+00,7.00315e+01,7.45953e-02,0.00000e+00,-3.56948e-03,-3.22769e+00,-1.24551e+03,2.90610e-02,-3.25961e+00,-1.24559e+03,0.00000e+00,1,9.45000e-03,9.70000e-01,9.45000e-03,0.00000e+00
2.87493e-03,9.48000e-03,2.87430e-03,7.76668e-01,8.36767e-01,7.00696e+01,7.47186e-02,0.00000e+00,7.00712e+01,7.49051e-02,0.00000e+00,-3.51998e-03,-3.22369e+00,-1.24114e+03,2.89138e-02,-3.25554e+00,-1.24121e+03,0.00000e+00,1,9.48000e-03,9.70000e-01,9.48000e-03,0.00000e+00
2.87053e-03,9.51000e-03,2.86989e-03,7.76781e-01,8.36737e-01,7.01093e+01,7.50292e-02,0.00000e+00,7.01110e+01,7.52148e-02,0.00000e+00,-3.47047e-03,-3.21969e+00,-1.23676e+03,2.87666e-02,-3.25146e+00,-1.23683e+03,0.00000e+00,1,9.51000e-03,9.70000e-01,9.51000e-03,0.00000e+00
2.86614e-03,9.54000e-03,2.86549e-03,7.76895e-01,8.36707e-01,7.01490e+01,7.53397e-02,0.00000e+00,7.01507e+01,7.55246e-02,0.00000e+00,-3.42097e-03,-3.21569e+00,-1.23239e+03,2.86194e-02,-3.24739e+00,-1.23245e+03,0.00000e+00,1,9.54000e-03,9.70000e-01,9.54000e-03,0.00000e+00
2.86174e-03,9.57000e-03,2.86108e-03,7.77009e-01,8.36678e-01,7.01887e+01,7.56502e-02,0.00000e+00,7.01904e+01,7.58343e-02,0.00000e+00,-3.37147e-03,-3.21169e+00,-1.22801e+03,2.84723e-02,-3.24332e+00,-1.22807e+03,0.00000e+00,1,9.57000e-03,9.70000e-01,9.57000e-03,0.00000e+00
2.85507e-03,9.60000e-03,2.85441e-03,7.77380e-01,8.37074e-01,7.02235e+01,7.59619e-02,0.00000e+00,7.02252e+01,7.61503e-02,0.00000e+00,-3.45415e-03,-3.20792e+00,-1.22382e+03,2.82899e-02,-3.23954e+00,-1.22387e+03,0.00000e+00,1,9.60000e-03,9.70000e-01,9.60000e-03,0.00000e+00
2.84770e-03,9.63000e-03,2.84703e-03,7.77829e-01,8.37601e-01,7.02567e+01,7.62739e-02,0.00000e+00,7.02584e+01,7.64681e-02,0.00000e+00,-3.57728e-03,-3.20422e+00,-1.21968e+03,2.80968e-02,-3.23584e+00,-1.21973e+03,0.00000e+00,1,9.63000e-03,9.70000e-01,9.63000e-03,0.00000e+00
2.84033e-03,9.66000e-03,2.83966e-03,7.78279e-01,8.38128e-01,7.02899e+01,7.65860e-02,0.00000e+00,7.02916e+01,7.67859e-02,0.00000e+00,-3.70041e-03,-3.20053e+00,-1.21554e+03,2.79036e-02,-3.23215e+00,-1.21559e+03,0.00000e+00,1,9.66000e-03,9.70000e-01,9.66000e-03,0.00000e+00
