"Cf","EVbar","Normals:0","Normals:1","Normals:2","WssX","eddy visocity","pbar","pressure","ubar:0","ubar:1","ubar:2","velocity:0","velocity:1","velocity:2","vortBar:0","vortBar:1","vortBar:2","vorticity:0","vorticity:1","vorticity:2","wss","Points:0","Points:1","Points:2"
3.29766e-03,6.15392e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.27467e+00,6.07344e-07,3.41940e+00,3.23444e+00,2.84231e-01,-5.54725e-06,0.00000e+00,2.77204e-01,2.36755e-05,0.00000e+00,9.14412e-05,5.31452e-02,-5.76490e+05,-1.35732e-03,4.06952e-02,-5.76640e+05,-1.74537e-21,3.16883e-01,5.00000e-07,-5.00000e-02
3.41237e-03,6.18207e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.59728e+00,6.10308e-07,4.62291e+00,4.85685e+00,2.94067e-01,-8.97829e-06,0.00000e+00,2.84491e-01,-6.66036e-06,0.00000e+00,-3.06794e-04,8.11896e-02,-5.78335e+05,-7.73996e-04,5.92442e-02,-5.76891e+05,-3.87516e-25,3.16883e-01,5.00000e-07,5.00000e-02
3.27719e-03,6.12315e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.21709e+00,6.04535e-07,3.60464e+00,3.50566e+00,2.82519e-01,2.40533e-06,0.00000e+00,2.74705e-01,1.98318e-06,0.00000e+00,-1.75477e-04,3.51055e-03,-5.68666e+05,2.74741e-05,-3.49977e-03,-5.67988e+05,2.72271e+04,3.26887e-01,5.00000e-07,-5.00000e-02
3.24642e-03,6.08257e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.13056e+00,5.99091e-07,2.90904e+00,2.87079e+00,2.79937e-01,3.88510e-05,0.00000e+00,2.71358e-01,4.05623e-05,0.00000e+00,-2.04168e-04,-1.16965e-02,-5.68348e+05,1.39719e-04,-2.54386e-02,-5.66513e+05,0.00000e+00,3.26887e-01,5.00000e-07,5.00000e-02
3.37476e-03,6.18917e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.49151e+00,6.11462e-07,4.72503e+00,4.64725e+00,2.90813e-01,4.12991e-05,0.00000e+00,2.82235e-01,2.34008e-05,0.00000e+00,3.34737e-04,4.55301e-03,-5.74695e+05,-3.23297e-04,-8.57098e-03,-5.73170e+05,0.00000e+00,3.36884e-01,5.00000e-07,-5.00000e-02
3.39467e-03,6.18244e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.54751e+00,6.09659e-07,4.13374e+00,4.10524e+00,2.92541e-01,-5.95064e-05,0.00000e+00,2.82433e-01,-7.05582e-05,0.00000e+00,9.27597e-04,7.10484e-02,-5.77803e+05,-1.37681e-03,5.62323e-02,-5.75285e+05,0.00000e+00,3.36884e-01,5.00000e-07,5.00000e-02
3.24992e-03,6.10975e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.14040e+00,6.03364e-07,2.97615e+00,2.67615e+00,2.80192e-01,-6.47334e-06,0.00000e+00,2.72783e-01,-4.12931e-06,0.00000e+00,2.61050e-04,5.47758e-02,-5.68387e+05,-7.83135e-04,4.93230e-02,-5.66557e+05,0.00000e+00,3.46879e-01,5.00000e-07,-5.00000e-02
3.36713e-03,6.14180e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.47006e+00,6.07542e-07,4.41860e+00,4.74833e+00,2.90240e-01,-3.72969e-06,0.00000e+00,2.81569e-01,-2.60007e-05,0.00000e+00,1.54661e-05,8.40299e-02,-5.70524e+05,-1.50178e-03,7.70762e-02,-5.68165e+05,0.00000e+00,3.46879e-01,5.00000e-07,5.00000e-02
3.23224e-03,6.08154e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.09067e+00,6.01571e-07,3.24678e+00,3.21224e+00,2.78715e-01,1.39590e-06,0.00000e+00,2.71856e-01,-6.83940e-06,0.00000e+00,-5.19144e-05,4.57986e-03,-5.61008e+05,-4.99617e-04,2.17591e-03,-5.59378e+05,0.00000e+00,3.56878e-01,5.00000e-07,-5.00000e-02
3.20345e-03,6.04278e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.00970e+00,5.96377e-07,2.50097e+00,2.46825e+00,2.76299e-01,3.46730e-05,0.00000e+00,2.68839e-01,8.04627e-05,0.00000e+00,-4.10382e-05,-9.53265e-03,-5.60879e+05,-7.65273e-04,-1.41848e-02,-5.58867e+05,0.00000e+00,3.56878e-01,5.00000e-07,5.00000e-02
3.32828e-03,6.14722e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.36078e+00,6.08834e-07,4.49051e+00,4.28647e+00,2.86881e-01,3.35877e-05,0.00000e+00,2.79813e-01,1.17430e-04,0.00000e+00,3.15769e-04,6.37872e-03,-5.67165e+05,-3.78852e-04,1.93312e-03,-5.65388e+05,0.00000e+00,3.66872e-01,5.00000e-07,-5.00000e-02
3.34945e-03,6.14211e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.42033e+00,6.07510e-07,3.83282e+00,3.80614e+00,2.88715e-01,-4.60290e-05,0.00000e+00,2.80673e-01,-1.37398e-04,0.00000e+00,6.82908e-04,7.24579e-02,-5.70414e+05,8.59146e-04,6.95874e-02,-5.68306e+05,0.00000e+00,3.66872e-01,5.00000e-07,5.00000e-02
3.20614e-03,6.06918e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.01726e+00,5.99825e-07,2.56754e+00,2.64688e+00,2.76486e-01,-5.44188e-06,0.00000e+00,2.69993e-01,-1.68317e-05,0.00000e+00,1.53391e-04,5.51032e-02,-5.61208e+05,8.01185e-04,5.54155e-02,-5.59315e+05,0.00000e+00,3.76866e-01,5.00000e-07,-5.00000e-02
3.32361e-03,6.10325e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.34766e+00,6.06039e-07,4.26797e+00,4.16041e+00,2.86557e-01,2.45940e-06,0.00000e+00,2.80446e-01,9.19862e-06,0.00000e+00,6.88352e-06,8.36668e-02,-5.63485e+05,8.08815e-04,8.93314e-02,-5.61767e+05,0.00000e+00,3.76866e-01,5.00000e-07,5.00000e-02
3.19082e-03,6.04349e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.97418e+00,5.98854e-07,2.91538e+00,2.81997e+00,2.75208e-01,9.64736e-07,0.00000e+00,2.69614e-01,-1.23103e-05,0.00000e+00,-2.45454e-05,4.23578e-03,-5.54206e+05,-1.99202e-04,7.58166e-03,-5.52956e+05,0.00000e+00,3.86861e-01,5.00000e-07,-5.00000e-02
3.16108e-03,6.00413e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.89052e+00,5.94461e-07,2.17414e+00,2.39223e+00,2.72709e-01,8.88156e-06,0.00000e+00,2.67392e-01,1.14174e-04,0.00000e+00,-7.66579e-05,-1.07345e-02,-5.54036e+05,-8.68288e-04,-1.18248e-03,-5.53401e+05,0.00000e+00,3.86861e-01,5.00000e-07,5.00000e-02
3.28745e-03,6.11014e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.24595e+00,6.05238e-07,4.26449e+00,3.77724e+00,2.83427e-01,7.71892e-06,0.00000e+00,2.76563e-01,1.28465e-04,0.00000e+00,-5.97643e-05,5.01800e-03,-5.60426e+05,-6.54061e-05,1.47116e-02,-5.59437e+05,-1.87941e+04,3.96857e-01,5.00000e-07,-5.00000e-02
3.30692e-03,6.10455e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.30071e+00,6.04436e-07,3.54280e+00,3.67728e+00,2.85115e-01,-8.47430e-06,0.00000e+00,2.77823e-01,-1.57839e-04,0.00000e+00,-7.27742e-05,7.04894e-02,-5.63604e+05,-3.23596e-04,7.78686e-02,-5.63360e+05,0.00000e+00,3.96857e-01,5.00000e-07,5.00000e-02
3.16671e-03,6.03304e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.90636e+00,5.96712e-07,2.21345e+00,2.04725e+00,2.73146e-01,2.23068e-06,0.00000e+00,2.66839e-01,1.73566e-07,0.00000e+00,-3.90613e-05,5.43509e-02,-5.54627e+05,-7.95178e-04,5.41321e-02,-5.55024e+05,-1.87941e+04,4.06859e-01,5.00000e-07,-5.00000e-02
3.28351e-03,6.06710e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.23486e+00,6.01463e-07,4.08123e+00,4.56699e+00,2.83161e-01,3.45162e-06,0.00000e+00,2.75708e-01,1.56627e-06,0.00000e+00,-7.43316e-05,8.23834e-02,-5.56915e+05,-1.27421e-03,7.67612e-02,-5.57230e+05,0.00000e+00,4.06859e-01,5.00000e-07,5.00000e-02
3.15321e-03,6.00928e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.86839e+00,5.96182e-07,2.63653e+00,2.21019e+00,2.72021e-01,3.60830e-06,0.00000e+00,2.66858e-01,-1.00414e-05,0.00000e+00,-2.66495e-05,3.67648e-03,-5.47805e+05,-2.02887e-05,1.59807e-03,-5.48998e+05,0.00000e+00,4.16851e-01,5.00000e-07,-5.00000e-02
3.12255e-03,5.96892e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.78218e+00,5.91680e-07,1.79129e+00,2.06481e+00,2.69443e-01,7.81463e-08,0.00000e+00,2.63644e-01,-1.10165e-04,0.00000e+00,-7.90498e-05,-1.20896e-02,-5.47558e+05,-4.27519e-05,-1.86215e-02,-5.48207e+05,0.00000e+00,4.16851e-01,5.00000e-07,5.00000e-02
3.25038e-03,6.07620e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.14169e+00,6.05881e-07,4.10101e+00,4.21938e+00,2.80289e-01,-3.05937e-06,0.00000e+00,2.77080e-01,-9.42002e-05,0.00000e+00,-1.11811e-04,3.71954e-03,-5.54004e+05,-1.33405e-03,-5.76779e-03,-5.54710e+05,0.00000e+00,4.26860e-01,5.00000e-07,-5.00000e-02
3.26878e-03,6.07163e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.19345e+00,6.06600e-07,3.24550e+00,3.80679e+00,2.81884e-01,5.78777e-06,0.00000e+00,2.80056e-01,1.47018e-04,0.00000e+00,-1.56563e-04,6.97561e-02,-5.57133e+05,-3.22001e-03,5.26162e-02,-5.56644e+05,0.00000e+00,4.26860e-01,5.00000e-07,5.00000e-02
3.12997e-03,5.99947e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.80305e+00,6.02932e-07,1.88295e+00,1.75249e+00,2.70033e-01,3.77461e-06,0.00000e+00,2.71707e-01,2.49692e-06,0.00000e+00,-4.64687e-05,5.45353e-02,-5.48324e+05,-1.24652e-03,4.74900e-02,-5.48106e+05,0.00000e+00,4.36860e-01,5.00000e-07,-5.00000e-02
3.24800e-03,6.03247e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.13500e+00,6.06263e-07,3.90209e+00,4.11865e+00,2.80159e-01,3.54248e-06,0.00000e+00,2.83387e-01,-3.03677e-05,0.00000e+00,-1.00010e-04,8.23531e-02,-5.50748e+05,-2.10480e-03,6.84298e-02,-5.49661e+05,0.00000e+00,4.36860e-01,5.00000e-07,5.00000e-02
3.11960e-03,5.97903e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.77387e+00,6.04605e-07,2.40566e+00,2.65052e+00,2.69172e-01,-6.77239e-07,0.00000e+00,2.74876e-01,-2.44467e-05,0.00000e+00,-6.87590e-05,3.26961e-03,-5.41822e+05,-8.82410e-04,-2.84157e-03,-5.40499e+05,0.00000e+00,4.46850e-01,5.00000e-07,-5.00000e-02
3.08753e-03,5.94159e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.68367e+00,6.00368e-07,1.41181e+00,1.43498e+00,2.66466e-01,4.60058e-06,0.00000e+00,2.71167e-01,-3.34635e-05,0.00000e+00,-2.44837e-04,-1.08681e-02,-5.41762e+05,-1.55289e-03,-2.60442e-02,-5.39338e+05,0.00000e+00,4.46850e-01,5.00000e-07,5.00000e-02
3.21750e-03,6.04257e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.04923e+00,6.13101e-07,4.08069e+00,4.32140e+00,2.77511e-01,7.93434e-06,0.00000e+00,2.86631e-01,-2.96701e-05,0.00000e+00,-3.42611e-04,9.56569e-03,-5.48030e+05,-5.98537e-04,-4.36817e-03,-5.46052e+05,9.95671e-15,4.56856e-01,5.00000e-07,-5.00000e-02
3.25187e-03,6.04126e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.14589e+00,6.12080e-07,3.07849e+00,3.06845e+00,2.80478e-01,9.48556e-05,0.00000e+00,2.90233e-01,7.12877e-05,0.00000e+00,3.97942e-03,2.56050e-02,-5.50028e+05,4.40962e-03,1.37584e-02,-5.47385e+05,2.21064e-18,4.56856e-01,5.00000e-07,5.00000e-02
3.09549e-03,5.96041e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.70608e+00,6.05169e-07,1.56964e+00,1.91537e+00,2.67122e-01,2.51191e-06,0.00000e+00,2.75911e-01,-1.01242e-05,0.00000e+00,2.87301e-03,-5.46645e-03,-5.39718e+05,2.72218e-03,-8.47680e-03,-5.37237e+05,9.95671e-15,4.66852e-01,5.00000e-07,-5.00000e-02
3.06876e-03,5.91992e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.63089e+00,6.00768e-07,2.87603e+00,2.83464e+00,2.64881e-01,-6.73241e-04,0.00000e+00,2.73646e-01,-5.06912e-04,0.00000e+00,4.92564e-03,-5.79186e-03,-5.38599e+05,4.69396e-03,-5.76875e-03,-5.36470e+05,0.00000e+00,4.66852e-01,5.00000e-07,5.00000e-02
3.19973e-03,6.02743e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.99923e+00,6.09414e-07,2.96581e+00,3.28612e+00,2.76004e-01,-6.77262e-04,0.00000e+00,2.84478e-01,-5.22331e-04,0.00000e+00,-3.33522e-03,1.05884e-02,-5.44886e+05,-2.37678e-03,1.28276e-02,-5.44018e+05,0.00000e+00,4.76846e-01,5.00000e-07,-5.00000e-02
3.22753e-03,6.02187e-07,0.00000e+00,1.00000e+00,0.00000e+00,9.07742e+00,6.06707e-07,2.55017e+00,2.95023e+00,2.78411e-01,8.86516e-04,0.00000e+00,2.85799e-01,6.09620e-04,0.00000e+00,-1.32095e-02,1.89894e-02,-5.46626e+05,-1.20158e-02,2.67814e-02,-5.46721e+05,0.00000e+00,4.76846e-01,5.00000e-07,5.00000e-02
3.07828e-03,5.94262e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.65766e+00,5.97626e-07,2.29015e+00,2.50584e+00,2.65666e-01,7.84445e-05,0.00000e+00,2.70195e-01,8.32373e-05,0.00000e+00,-3.43469e-03,-7.04069e-03,-5.36590e+05,-3.66011e-03,-4.00992e-03,-5.36922e+05,0.00000e+00,4.86840e-01,5.00000e-07,-5.00000e-02
3.04906e-03,5.89784e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.57547e+00,5.91994e-07,2.21759e+00,2.91956e+00,2.63216e-01,3.36715e-04,0.00000e+00,2.67493e-01,4.67818e-04,0.00000e+00,-2.14831e-03,-9.55631e-03,-5.35149e+05,-3.38645e-03,-9.98763e-04,-5.36481e+05,0.00000e+00,4.86840e-01,5.00000e-07,5.00000e-02
3.17576e-03,6.00820e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.93182e+00,6.00837e-07,2.27192e+00,2.21297e+00,2.73968e-01,3.33605e-04,0.00000e+00,2.76215e-01,4.70850e-04,0.00000e+00,1.83475e-03,6.89948e-03,-5.41409e+05,1.79639e-03,1.52689e-02,-5.43132e+05,0.00000e+00,4.96839e-01,5.00000e-07,-5.00000e-02
3.19916e-03,6.00554e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.99762e+00,5.98840e-07,3.05219e+00,3.79177e+00,2.75991e-01,-4.64590e-04,0.00000e+00,2.75682e-01,-6.39130e-04,0.00000e+00,5.92650e-03,7.36464e-02,-5.44981e+05,5.78326e-03,8.10997e-02,-5.47185e+05,0.00000e+00,4.96839e-01,5.00000e-07,5.00000e-02
3.06148e-03,5.93419e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.61041e+00,5.91151e-07,2.26104e+00,2.26522e+00,2.64230e-01,-6.08287e-05,0.00000e+00,2.63670e-01,-5.64585e-05,0.00000e+00,1.13044e-03,5.53661e-02,-5.36432e+05,3.60256e-04,5.72575e-02,-5.37678e+05,0.00000e+00,5.06835e-01,5.00000e-07,-5.00000e-02
3.17904e-03,5.97046e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.94106e+00,5.93951e-07,2.43863e+00,3.39211e+00,2.74315e-01,-1.55816e-05,0.00000e+00,2.72153e-01,3.39727e-06,0.00000e+00,-1.20629e-03,8.40218e-02,-5.39092e+05,-2.15294e-03,8.24844e-02,-5.40104e+05,0.00000e+00,5.06835e-01,5.00000e-07,5.00000e-02
3.05370e-03,5.91470e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.58853e+00,5.88934e-07,2.02665e+00,2.06206e+00,2.63590e-01,9.34579e-06,0.00000e+00,2.62382e-01,4.12511e-05,0.00000e+00,-7.70103e-04,4.69642e-03,-5.30437e+05,-5.50663e-04,3.21532e-03,-5.30876e+05,0.00000e+00,5.16827e-01,5.00000e-07,-5.00000e-02
3.02526e-03,5.87716e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.50854e+00,5.84106e-07,1.84829e+00,2.40880e+00,2.61195e-01,1.62725e-04,0.00000e+00,2.59250e-01,8.56901e-05,0.00000e+00,-1.13329e-03,-9.46592e-03,-5.30440e+05,-7.21629e-04,-1.54708e-02,-5.30399e+05,0.00000e+00,5.16827e-01,5.00000e-07,5.00000e-02
3.14833e-03,5.98071e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.85467e+00,5.95872e-07,2.45868e+00,2.45552e+00,2.71648e-01,1.64284e-04,0.00000e+00,2.70427e-01,9.73886e-05,0.00000e+00,8.80026e-04,6.64669e-03,-5.36741e+05,-7.56797e-04,-4.93595e-04,-5.36609e+05,0.00000e+00,5.26831e-01,5.00000e-07,-5.00000e-02
3.17147e-03,5.98039e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.91976e+00,5.95670e-07,2.69585e+00,3.00483e+00,2.73645e-01,-2.21192e-04,0.00000e+00,2.71533e-01,-1.13076e-04,0.00000e+00,2.75131e-03,7.27145e-02,-5.40198e+05,-1.02364e-03,5.91914e-02,-5.39126e+05,0.00000e+00,5.26831e-01,5.00000e-07,5.00000e-02
3.03617e-03,5.90996e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.53922e+00,5.90460e-07,1.87448e+00,2.07357e+00,2.62084e-01,-2.82517e-05,0.00000e+00,2.62490e-01,-1.25777e-05,0.00000e+00,5.42561e-04,5.48050e-02,-5.31751e+05,-4.05568e-04,4.80209e-02,-5.30202e+05,0.00000e+00,5.36824e-01,5.00000e-07,-5.00000e-02
3.15307e-03,5.94630e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.86801e+00,5.95051e-07,2.50032e+00,2.64780e+00,2.72115e-01,-9.71730e-06,0.00000e+00,2.73250e-01,-1.24897e-07,0.00000e+00,-7.15613e-04,8.36266e-02,-5.34408e+05,-9.22805e-04,7.26200e-02,-5.31740e+05,0.00000e+00,5.36824e-01,5.00000e-07,5.00000e-02
3.02845e-03,5.89104e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.51751e+00,5.91669e-07,1.80536e+00,2.15849e+00,2.61448e-01,3.63136e-06,0.00000e+00,2.64508e-01,-3.54241e-06,0.00000e+00,-4.63393e-04,4.97319e-03,-5.25837e+05,-3.75288e-04,1.37396e-03,-5.22471e+05,0.00000e+00,5.46825e-01,5.00000e-07,-5.00000e-02
3.00134e-03,5.85526e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.44128e+00,5.88245e-07,1.43494e+00,1.36018e+00,2.59165e-01,9.77857e-05,0.00000e+00,2.62116e-01,1.15494e-04,0.00000e+00,-6.95371e-04,-8.46261e-03,-5.25903e+05,-3.30189e-04,-1.40623e-02,-5.22150e+05,0.00000e+00,5.46825e-01,5.00000e-07,5.00000e-02
3.12199e-03,5.95572e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.78059e+00,5.98579e-07,2.53906e+00,2.82339e+00,2.69417e-01,9.79720e-05,0.00000e+00,2.73584e-01,8.78470e-05,0.00000e+00,5.66208e-04,7.30512e-03,-5.32133e+05,7.50761e-04,3.03623e-03,-5.28900e+05,0.00000e+00,5.56822e-01,5.00000e-07,-5.00000e-02
3.14564e-03,5.95686e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.84710e+00,5.99139e-07,2.41886e+00,2.30637e+00,2.71455e-01,-1.33549e-04,0.00000e+00,2.75900e-01,-1.60822e-04,0.00000e+00,1.75039e-03,7.28504e-02,-5.35606e+05,1.95429e-03,6.99591e-02,-5.32323e+05,0.00000e+00,5.56822e-01,5.00000e-07,5.00000e-02
3.01116e-03,5.88674e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.46889e+00,5.93467e-07,1.55269e+00,1.75195e+00,2.59963e-01,-1.88215e-05,0.00000e+00,2.64710e-01,-2.19319e-05,0.00000e+00,3.67153e-04,5.47460e-02,-5.27270e+05,4.70728e-04,5.40136e-02,-5.23600e+05,0.00000e+00,5.66815e-01,5.00000e-07,-5.00000e-02
3.12776e-03,5.92236e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.79683e+00,5.95563e-07,2.49513e+00,2.49936e+00,2.69970e-01,-6.45829e-06,0.00000e+00,2.75455e-01,4.07721e-07,0.00000e+00,-4.26184e-04,8.38383e-02,-5.29997e+05,-3.79357e-04,8.37663e-02,-5.26279e+05,0.00000e+00,5.66815e-01,5.00000e-07,5.00000e-02
3.00398e-03,5.86795e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.44870e+00,5.91605e-07,1.61078e+00,1.90092e+00,2.59373e-01,9.59391e-07,0.00000e+00,2.64591e-01,-1.06067e-05,0.00000e+00,-2.92394e-04,5.27423e-03,-5.21567e+05,-4.03925e-04,4.72621e-03,-5.17406e+05,0.00000e+00,5.76816e-01,5.00000e-07,-5.00000e-02
2.97771e-03,5.83318e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.37482e+00,5.88241e-07,1.11729e+00,1.17495e+00,2.57159e-01,5.94547e-05,0.00000e+00,2.62356e-01,8.79259e-05,0.00000e+00,-4.47972e-04,-7.58541e-03,-5.21716e+05,-5.55116e-04,-7.12683e-03,-5.17876e+05,0.00000e+00,5.76816e-01,5.00000e-07,5.00000e-02
3.09694e-03,5.93184e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.71013e+00,5.96496e-07,2.54657e+00,2.76390e+00,2.67294e-01,5.86003e-05,0.00000e+00,2.72437e-01,7.34473e-05,0.00000e+00,3.70636e-04,7.92972e-03,-5.27942e+05,7.49406e-04,9.97659e-03,-5.24946e+05,0.00000e+00,5.86800e-01,5.00000e-07,-5.00000e-02
3.12084e-03,5.93394e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.77737e+00,5.96424e-07,2.20548e+00,2.24670e+00,2.69354e-01,-8.21200e-05,0.00000e+00,2.73972e-01,-1.11856e-04,0.00000e+00,1.12624e-03,7.31176e-02,-5.31460e+05,2.07709e-03,7.82372e-02,-5.29114e+05,0.00000e+00,5.86800e-01,5.00000e-07,5.00000e-02
2.98759e-03,5.86407e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.40258e+00,5.90193e-07,1.28968e+00,1.60422e+00,2.57963e-01,-1.13576e-05,0.00000e+00,2.62142e-01,6.57414e-07,0.00000e+00,2.19740e-04,5.47766e-02,-5.23251e+05,5.10295e-04,5.72643e-02,-5.20684e+05,0.00000e+00,5.96790e-01,5.00000e-07,-5.00000e-02
3.10384e-03,5.89970e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.72955e+00,5.92098e-07,2.46332e+00,2.58761e+00,2.67943e-01,-2.89740e-06,0.00000e+00,2.72429e-01,-2.14156e-06,0.00000e+00,-2.74866e-04,8.39393e-02,-5.26054e+05,-2.54390e-04,8.79626e-02,-5.23844e+05,0.00000e+00,5.96790e-01,5.00000e-07,5.00000e-02
2.98113e-03,5.84588e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.38442e+00,5.87654e-07,1.45288e+00,1.73115e+00,2.57434e-01,-1.77670e-07,0.00000e+00,2.61302e-01,-2.97902e-07,0.00000e+00,-1.79405e-04,5.38641e-03,-5.17744e+05,-2.47775e-04,6.42849e-03,-5.14991e+05,0.00000e+00,6.06782e-01,5.00000e-07,-5.00000e-02
2.95523e-03,5.81162e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.31159e+00,5.84293e-07,8.60025e-01,9.70592e-01,2.55252e-01,3.56929e-05,0.00000e+00,2.59133e-01,8.73914e-05,0.00000e+00,-2.58997e-04,-7.29531e-03,-5.17927e+05,-1.80865e-04,-4.89196e-03,-5.15518e+05,0.00000e+00,6.06782e-01,5.00000e-07,5.00000e-02
3.07365e-03,5.90936e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.64463e+00,5.92349e-07,2.51383e+00,2.72374e+00,2.65320e-01,3.54908e-05,0.00000e+00,2.68658e-01,8.47595e-05,0.00000e+00,2.29679e-04,8.02419e-03,-5.24130e+05,1.03239e-03,1.10368e-02,-5.21891e+05,0.00000e+00,6.16779e-01,5.00000e-07,-5.00000e-02
3.09741e-03,5.91209e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.71146e+00,5.92900e-07,2.01383e+00,2.15921e+00,2.67367e-01,-4.97331e-05,0.00000e+00,2.70371e-01,-9.55270e-05,0.00000e+00,6.77368e-04,7.28837e-02,-5.27640e+05,2.03927e-03,7.83095e-02,-5.25766e+05,0.00000e+00,6.16779e-01,5.00000e-07,5.00000e-02
2.96522e-03,5.84253e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.33967e+00,5.86890e-07,1.07483e+00,1.34618e+00,2.56065e-01,-6.14171e-06,0.00000e+00,2.59226e-01,-5.92696e-06,0.00000e+00,1.33865e-04,5.46600e-02,-5.19501e+05,3.34935e-04,5.73737e-02,-5.17136e+05,0.00000e+00,6.26774e-01,5.00000e-07,-5.00000e-02
3.08127e-03,5.87831e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.66608e+00,5.89522e-07,2.40854e+00,2.61865e+00,2.66029e-01,-1.62185e-06,0.00000e+00,2.69678e-01,-7.29459e-06,0.00000e+00,-1.75284e-04,8.39176e-02,-5.22332e+05,-6.44832e-04,8.85870e-02,-5.20254e+05,0.00000e+00,6.26774e-01,5.00000e-07,5.00000e-02
2.95926e-03,5.82490e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.32291e+00,5.85110e-07,1.29791e+00,1.41385e+00,2.55578e-01,-9.27387e-07,0.00000e+00,2.58926e-01,-1.17781e-05,0.00000e+00,-1.13177e-04,5.50780e-03,-5.14091e+05,-3.16556e-04,6.95807e-03,-5.11374e+05,0.00000e+00,6.36777e-01,5.00000e-07,-5.00000e-02
2.93369e-03,5.79093e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.25100e+00,5.81642e-07,6.37810e-01,7.46178e-01,2.53423e-01,2.22103e-05,0.00000e+00,2.56701e-01,3.75658e-05,0.00000e+00,-1.60813e-04,-6.99458e-03,-5.14298e+05,-4.09590e-04,-4.38767e-03,-5.11868e+05,0.00000e+00,6.36777e-01,5.00000e-07,5.00000e-02
3.05126e-03,5.88799e-07,0.00000e+00,1.00000e+00,0.00000e+00,8.58168e+00,5.90017e-07,2.45644e+00,2.59797e+00,2.63423e-01,2.32605e-05,0.00000e+00,2.66375e-01,4.05141e-05,0.00000e+00,1.57356e-04,8.14234e-03,-5.20469e+05,4.87229e-04,1.01582e-02,-5.17945e+05,0.00000e+00,6.46776e-01,5.00000e-07,-5.00000e-02
