   101  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.033252415726E+00 -3.558085862471E-01 -8.344445490757E-27
   102  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.030599978171E+00 -3.485531760536E-01 -9.400521175319E-27
   103  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.031424184611E+00 -3.550645379885E-01 -2.086693064172E-26
   104  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.035022190848E+00 -3.490866076307E-01 -5.943253189539E-27
   105  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.042012900027E+00 -3.476380516076E-01 -4.596797664583E-27
   106  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.037193849146E+00 -3.507064601312E-01 -1.680068965685E-26
   107  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.035106030890E+00 -3.615808710110E-01 -7.637484055022E-27
   108  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.027964827967E+00 -3.735312113628E-01 -1.245950029949E-26
   109  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.033951994297E+00 -3.587820689421E-01  9.261419550680E-28
   110  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.036288294623E+00 -3.451818857032E-01  6.729025093098E-27
   111  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.041632652977E+00 -3.526313393759E-01  5.655031868845E-28
   112  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.033869236415E+00 -3.641905996001E-01 -2.558463192231E-27
   113  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.037199263877E+00 -3.581997512485E-01 -1.007756463422E-26
   114  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.028276674890E+00 -3.621633208545E-01 -4.335259168773E-27
   115  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.034549583846E+00 -3.549610356802E-01 -3.795864300606E-27
   116  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.034805858755E+00 -3.544875453363E-01 -1.661579819869E-26
   117  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.042720862882E+00 -3.479326495106E-01 -1.781979992238E-26
   118  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.035398204632E+00 -3.541757161962E-01 -2.094238445614E-27
   119  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.033592142391E+00 -3.604528170233E-01  3.331198132421E-27
   120  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.028390998811E+00 -3.653918604897E-01 -1.018861560495E-26
   121  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.033981333467E+00 -3.662133809249E-01 -1.004099031289E-26
   122  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.034620893751E+00 -3.668172833259E-01 -6.013556903761E-27
   123  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.040709460134E+00 -3.551085209976E-01 -3.929875100569E-27
   124  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.039055463730E+00 -3.530727147019E-01  3.132809426779E-27
   125  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.032059456375E+00 -3.570219142514E-01 -1.498092986093E-26
   126  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.027267368737E+00 -3.682720734123E-01 -1.211264230032E-26
   127  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.032409066431E+00 -3.601722909115E-01 -2.859741823276E-27
   128  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.038076969654E+00 -3.494777765028E-01 -3.492035583154E-27
   129  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.040258950239E+00 -3.517529413464E-01 -8.642821999603E-27
   130  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.040015669888E+00 -3.605773693204E-01  1.028286046156E-27
   131  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.031616654216E+00 -3.604202526534E-01  6.780091763173E-28
   132  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.030178349915E+00 -3.636495787429E-01 -5.160614029740E-27
   133  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  0.000000000000E+00  7.500000000000E+00  1.030979765508E+00 -3.558790365348E-01 -5.671447405362E-27
